ID,Patrocinador,Corte,Especialidad,Area_terapeutica,condicion,Molecula,Mecanismo_accion,Fase,Fase_Stage,,,,,
C267,MSD,Q2 2022,Oncología,Cancer,"Cancer
 NSCLC
 SCLC","MK-7339
 LYNPARZA®","Inhibidor potente de los enzimas poli (ADP-ribosa) polimerasa (PARP-1, PARP-2, y PARP-3)",Phasethree,PhasethreeRecruiting,"Placebo-controlled, Study of Concurrent Chemoradiation Therapy With Pembrolizumab Followed by Pembrolizumab and Olaparib in Newly Diagnosed Treatment-Naïve Limited-Stage Small Cell Lung Cancer (LS-SCLC) (MK 7339-013/KEYLYNK-013)",NCT04624204,Recruiting,"Ages Eligible for Study: 18 Years and older
 
 -Has pathologically (histologically or cytologically) confirmed Small Cell Lung Cancer (SCLC).
 Note: Note: Participants with histology showing a mixed tumor with small cell and non-small cell elements are not eligible.
 -Has Limited-Stage SCLC (Stage I-III, by AJCC 8th Edition Cancer Staging), and can be safely treated with definitive radiation doses.
 -Has no evidence of metastatic disease by whole body positron emission tomography /computed tomography (PET/CT scan), CT or magnetic resonance imaging (MRI) scans
 -Has at least 1 lesion that meets the criteria for being measurable, as defined by Response Evaluation Criteria in Solid Tumors version 1.1 (RECIST 1.1)
 -Has not received prior treatment (chemotherapy or radiotherapy or surgery resection) of LS-SCLC.
 -Is not expected to require tumor resection during the course of the study.
 -Must submit a pre-treatment tumor tissue sample (formalin-fixed, paraffin embedded blocks are preferred to slides) including cytologic sample, if tissue sample unavailable.
 -Has Eastern Cooperative Oncology Group (ECOG) Performance score 0 or 1 assessed within 7 days prior to the first administration of study intervention.
 -Has a life expectancy of at least 6 months.
 -Has adequate organ function.
 -Male and female participants who are not pregnant and of childbearing potential must follow contraceptive guidance during the treatment period and for the time needed to eliminate each study intervention.
 -Male and female participants who are at least 18 years of age at the time of signing the information consent.
 -Male participants must refrain from donating sperm during the treatment period and for the time needed to eliminate each study intervention.
 -Abstains from breastfeeding during the study intervention period and for at least the following period after the last study intervention:
 Pembrolizumab: 120 days
 Olaparib: 7 days","-Has history, current diagnosis, or features suggestive of myelodysplastic syndrome/ acute myeloid leukemia (MDS/AML).
 -Has received prior therapy with an anti-programmed cell death 1 (anti-PD-1), anti-programmed cell death ligand 1 (anti-PDL1), or anti- programmed cell death ligand 2 (anti-PD-L2) agent or with an agent directed to another stimulatory or coinhibitory T-cell receptor
 -Has received prior therapy with olaparib or with any other polyadenosine 5'diphosphoribose (polyADP ribose) polymerization (PARP) inhibitor.
 -Had major surgery <4 weeks prior to the first dose of study intervention (except for placement of vascular access).
 -Is currently participating in or has participated in a study of an investigational agent or has used an investigational device within 4 weeks prior to the first dose of study intervention.
 -Has a diagnosis of immunodeficiency or is receiving chronic systemic steroid therapy (in dosing exceeding 10 mg daily of prednisone equivalent) or any other form of immunosuppressive therapy within 7 days prior the first dose of study intervention.
 -Has a known additional malignancy that is progressing or has required active treatment within the past 5 years. Note: Participants with basal cell carcinoma of the skin, squamous cell carcinoma of the skin, superficial bladder cancer, or carcinoma in situ (e.g., breast carcinoma, cervical cancer in situ) that have undergone potentially curative therapy are not excluded.
 -Has severe hypersensitivity (? Grade 3) to study intervention and/or any of its excipients.
 -Has an active autoimmune disease that has required systemic treatment in past 2 years
 -Has a history of (non-infectious) pneumonitis/interstitial lung disease that requires steroids
 -Has an active infection requiring systemic therapy.
 -Has a known history of human immunodeficiency virus (HIV) infection or Hepatitis B or known active Hepatitis C virus infection."
C268,Novartis,Q3 2022,Oncología,Cancer,Multiple solid tumors,"AAA603
 177Lu-NeoB",Radioligand therapy target GRPR,Phaseone,Phaseone,,,,,
C269,Novartis,Q3 2022,Oncología,Cancer,Cancers,"DKY709
 DKY709 + spartalizumab",Novel immunomodulatory agent,Phaseone,Phaseone,,,,,
C27,Novartis,Q3 2022,Dermatología,Cutaneas,Atopic dermatitis,CMK389,IL-18 inhibitor,Phasetwo,Phasetwo,,,,,
C270,Novartis,Q3 2022,Oncología,Cancer,Mesothelioma,IAG933,-,Phaseone,Phaseone,,,,,
C271,Novartis,Q3 2022,Oncología,Cancer,KRAS G12C mutated solid tumors,JDQ443,KRAS inhibitor,Phaseone,Phaseone,,,,,
C272,Novartis,Q3 2022,Oncología,Cancer,Solid tumors,KAZ954,-,Phaseone,Phaseone,,,,,
C273,Novartis,Q3 2022,Oncología,Cancer,Solid tumors,"NIS793
 NIS793, spartalizumab",TGFB inhibitor,Phaseone,Phaseone,,,,,
C274,Novartis,Q3 2022,Oncología,Cancer,Solid tumors,"NIZ985
 NIZ985, spartalizumab",IL-15 agonist,Phaseone,Phaseone,,,,,
C275,Novartis,Q3 2022,Oncología,Cancer,Solid tumors,"NZV930
 NZV930, spartalizumab, NIR178",CD73 antagonist,Phaseone,Phaseone,,,,,
C276,Novartis,Q3 2022,Oncología,Cancer,Solid tumors (combo),TNO155,SHP2 inhibitor,Phaseone,Phaseone,,,,,
C277,Novartis,Q3 2022,Oncología,Cancer,Solid tumors,"WNT974
 WNT974 + spartalizumab",Porcupine inhibitor,Phaseone,Phaseone,,,,,
C278,Novartis,Q3 2022,Oncología,Cancer,Cancers,"NIR178 
 NIR178, spartalizumab","Ad2AR inhibitor, PD1 inhibitor",Phasetwo,Phasetwo,,,,,
C279,Novartis,Q3 2022,Oncología,Cancer,Solid tumors (single agent),TNO155,SHP2 inhibitor,Phasetwo,Phasetwo,,,,,
C28,Novartis,Q3 2022,Dermatología,Cutaneas,"NLRC4-GOF indications 
 Hidradenitis suppurativa",MAS825,-,Phasetwo,Phasetwo,,,,,
C280,Novartis,Q3 2022,Oncología,Cancer,HR+/HER2- BC (adj),"LEE011 
 Kisqali®",CDK4/6 Inhibitor,Phasethree,Phasethree,,,,,
C281,Novartis,Q3 2022,Oncología,Cancer,SMA IT administration,"OAV101 
 AVXS-101",SMN1 gene replacement therapy,Phasethree,Phasethree,,,,,
C282,MSD,Q2 2022,Neumología,Cancer,Cancer NSCLC SCLC,MK-7684A,"vibostolimab + pembrolizumab 
 
 pembrolizumab actúa inhibiendo los receptores PD-1 de los linfocitos, bloqueando los ligandos que lo desactivarían e impidiendo una respuesta inmunitaria
 
 vibostolimab: se une a TIGIT y bloquea la interacción entre TIGIT y sus ligandos (CD112 y CD155), activando así los linfocitos T que ayudan a destruir las células tumorales",Phasethree,PhasethreeRecruiting,"Pembrolizumab/vibostolimab ( MK-7684A ) o atezolizumab en combinación con quimioterapia en el tratamiento de primera línea del cáncer de pulmón microcítico en estadio extenso ( MK-7684A- 008, KEYVIBE-008)",NCT05224141,Recruiting,"Ages Eligible for Study:18 Years and older 
 
 -Has histologically or cytologically confirmed diagnosis of ES-SCLC in need of first-line therapy
 -Has ES-SCLC defined as Stage IV (T any, N any, M1a/b/c) by the American Joint Committee on Cancer, Eighth Edition or T3-T4 due to multiple lung nodules that are too extensive or have tumor/nodal volume that is too large to be encompassed in a tolerable radiation plan
 -Males agree to use contraception, refrain from donating sperm, and abstain from heterosexual intercourse
 -Females are not pregnant or breastfeeding, is not a woman of childbearing potential (WOCBP) or is a WOCBP who uses a highly effective contraceptive method, or is abstinent from heterosexual intercourse
 -Has measurable disease per Response Evaluation Criteria In Solid Tumors (RECIST) 1.1
 -Has a predicted life expectancy of >3 months","-Is considered a poor medical risk due to a serious, uncontrolled medical disorder or non-malignant systemic disease
 -Has received prior treatment for Small Cell Lung Cancer (SCLC)
 -Is expected to require any other form of antineoplastic therapy for SCLC while on study
 -Has received a live or live-attenuated vaccine within 30 days before the first dose of study intervention
 -Has received an investigational agent or has used an investigational device within 4 weeks prior to study intervention administration
 -Has a diagnosis of immunodeficiency or is receiving chronic systemic steroid therapy or any other form of immunosuppressive therapy within 7 days prior the first dose of study medication
 -Has a known additional malignancy that is progressing or has required active treatment within the past 3 years
 -Has known active central nervous system (CNS) metastases and/or carcinomatous meningitis
 -Has a history of severe hypersensitivity reaction (?Grade 3) to any study intervention and/or any of its excipients
 -Has an active autoimmune disease that has required systemic treatment in past 2 years
 -Has a history of (noninfectious) pneumonitis/interstitial lung disease that required steroids or has current pneumonitis/interstitial lung disease
 -Has a known history of, or active, neurologic paraneoplastic syndrome
 -Has an active infection requiring systemic therapy
 -Has a known history of human immunodeficiency virus (HIV) infection
 -Has a known history of Hepatitis B or known active Hepatitis C virus infection
 -Has had an allogenic tissue/solid organ transplant
 -Has had major surgery within prior 3 weeks or has not recovered adequately from toxicity and/or complications from an intervention prior to receiving the first dose of study intervention
 -Has symptomatic ascites or pleural effusion"
C282,MSD,Q2 2022,Oncología,Cancer,Cancer NSCLC SCLC,MK-7684A,"vibostolimab + pembrolizumab 
 
 pembrolizumab actúa inhibiendo los receptores PD-1 de los linfocitos, bloqueando los ligandos que lo desactivarían e impidiendo una respuesta inmunitaria
 
 vibostolimab: se une a TIGIT y bloquea la interacción entre TIGIT y sus ligandos (CD112 y CD155), activando así los linfocitos T que ayudan a destruir las células tumorales",Phasethree,PhasethreeRecruiting,"Pembrolizumab/vibostolimab ( MK-7684A ) o atezolizumab en combinación con quimioterapia en el tratamiento de primera línea del cáncer de pulmón microcítico en estadio extenso ( MK-7684A- 008, KEYVIBE-008)",NCT05224141,Recruiting,"Ages Eligible for Study:18 Years and older 
 
 -Has histologically or cytologically confirmed diagnosis of ES-SCLC in need of first-line therapy
 -Has ES-SCLC defined as Stage IV (T any, N any, M1a/b/c) by the American Joint Committee on Cancer, Eighth Edition or T3-T4 due to multiple lung nodules that are too extensive or have tumor/nodal volume that is too large to be encompassed in a tolerable radiation plan
 -Males agree to use contraception, refrain from donating sperm, and abstain from heterosexual intercourse
 -Females are not pregnant or breastfeeding, is not a woman of childbearing potential (WOCBP) or is a WOCBP who uses a highly effective contraceptive method, or is abstinent from heterosexual intercourse
 -Has measurable disease per Response Evaluation Criteria In Solid Tumors (RECIST) 1.1
 -Has a predicted life expectancy of >3 months","-Is considered a poor medical risk due to a serious, uncontrolled medical disorder or non-malignant systemic disease
 -Has received prior treatment for Small Cell Lung Cancer (SCLC)
 -Is expected to require any other form of antineoplastic therapy for SCLC while on study
 -Has received a live or live-attenuated vaccine within 30 days before the first dose of study intervention
 -Has received an investigational agent or has used an investigational device within 4 weeks prior to study intervention administration
 -Has a diagnosis of immunodeficiency or is receiving chronic systemic steroid therapy or any other form of immunosuppressive therapy within 7 days prior the first dose of study medication
 -Has a known additional malignancy that is progressing or has required active treatment within the past 3 years
 -Has known active central nervous system (CNS) metastases and/or carcinomatous meningitis
 -Has a history of severe hypersensitivity reaction (?Grade 3) to any study intervention and/or any of its excipients
 -Has an active autoimmune disease that has required systemic treatment in past 2 years
 -Has a history of (noninfectious) pneumonitis/interstitial lung disease that required steroids or has current pneumonitis/interstitial lung disease
 -Has a known history of, or active, neurologic paraneoplastic syndrome
 -Has an active infection requiring systemic therapy
 -Has a known history of human immunodeficiency virus (HIV) infection
 -Has a known history of Hepatitis B or known active Hepatitis C virus infection
 -Has had an allogenic tissue/solid organ transplant
 -Has had major surgery within prior 3 weeks or has not recovered adequately from toxicity and/or complications from an intervention prior to receiving the first dose of study intervention
 -Has symptomatic ascites or pleural effusion"
C283,MSD,Q2 2022,Neumología,Cancer,Cancer CRC Esophageal Gastric HNSCC Melanoma NSCLC,"MK-7902 
 LENVIMA®","inhibits the kinase activities of VEGF receptors VEGFR1 (FLT1), VEGFR2 (KDR), and VEGFR3 (FLT4). 
 Also inhibits other receptor tyrosine kinases that have been implicated in pathogenic angiogenesis, tumor growth, and cancer progression, in addition to their normal cellular functions, including1
 
 FGF receptors FGFR1, 2, 3, and 4
 PDGFR?
 KIT
 RET",Phasethree,"PhasethreeActive, not recruiting",Safety and Efficacy Study of Pemetrexed + Platinum Chemotherapy + Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-7902-006/E7080-G000-315/LEAP-006)-China Extension Study,NCT04716933,"Active, not recruiting","Ages Eligible for Study:18 Years and older 
 
 -Histologically or cytologically confirmed diagnosis of Stage IV (American Joint Committee on Cancer [AJCC], nonsquamous NSCLC.
 -Confirmation that Epidermal Growth Factor Receptor (EGFR), ALK Receptor Tyrosine Kinase (ALK), or ROS1 Receptor Tyrosine Kinase (ROS1)-directed therapy is not indicated as primary treatment (documentation of absence of tumor-activating EGFR mutations AND absence of ALK and ROS1 gene rearrangements OR presence of a Kirsten Rat Sarcoma (KRAS) gene mutation).
 -Have measurable disease based on RECIST 1.1. Note: Lesions that appear measurable, but are situated in a previously irradiated area, can be considered measurable (eligible for selection as target lesions) if they have shown documented growth since the completion of radiation.
 -Provided an evaluable archival tumor tissue sample or newly obtained core or excisional biopsy of a tumor lesion (that was not previously irradiated) for central PD-L1 testing.
 -Life expectancy of at least 3 months.
 -Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 within 7 days prior to the first dose of study intervention but before randomization.
 -Male participants must agree to use contraception during the treatment period and for at least 120 days after the last dose of pembrolizumab and/or lenvatinib/matching placebo and up to 180 days after the last dose of chemotherapeutic agents. A male participant must also agree to the following: 1) abstinence from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) and agree to remain abstinent, OR 2) agree to use a male condom plus partner use of an additional contraceptive method when having penile-vaginal intercourse with a woman of childbearing potential (WOCBP) who is not currently pregnant, unless confirmed to be azoospermic (vasectomized or secondary to medical cause). Note: Men with a pregnant or breastfeeding partner must agree to remain abstinent from penile-vaginal intercourse or use a male condom during each episode of penile-vaginal penetration.
 -Female participant is eligible to participate if she is not pregnant or breastfeeding, and at least one of the following conditions applies: 1) not a WOCBP OR 2) a WOCBP and using a contraceptive method that is highly effective (with a failure rate of <1% per year), with low user dependency, or be abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis), during the intervention period and for at least 120 days after the last dose of study intervention.
 -Adequate organ function.
 -Adequately controlled blood pressure (BP) with or without antihypertensive medications, defined as BP ?150/90 mm Hg and no change in antihypertensive medications within 1 week prior to randomization. Note: Participants must not have a history of uncontrolled or poorly-controlled hypertension, defined as >150/90 mm Hg for >4 weeks despite standard medical management.","-Known untreated central nervous system (CNS) metastases and/or carcinomatous meningitis. Participants with previously treated brain metastases may participate provided they are radiologically stable, clinically stable, and have not required steroids for at least 14 days prior to the first dose of study intervention.
 -History of (noninfectious) pneumonitis that required systemic steroids or current pneumonitis/interstitial lung disease.
 -Radiographic evidence of major blood vessel invasion/infiltration.
 -Known history of an additional malignancy, except if the participant has undergone potentially curative therapy with no evidence of that disease recurrence for at least 3 years since initiation of that therapy. Note: The time requirement also does not apply to participants who underwent successful definitive resection of basal cell carcinoma of the skin, superficial bladder cancer, squamous cell carcinoma of the skin, in situ cervical cancer, or other in situ cancers.
 -Active autoimmune disease that has required systemic treatment in the past 2 years (i.e., with use of disease-modifying agents, corticosteroids, or immunosuppressive drugs). Replacement therapy (e.g., thyroxine, insulin, or physiologic corticosteroid replacement therapy for adrenal or pituitary insufficiency, etc.) is allowed.
 -Diagnosis of immunodeficiency or is receiving chronic systemic steroid therapy (doses exceeding 10 mg daily of prednisone equivalent) or any other form of immunosuppressive therapy within 7 days prior the first dose of study intervention.
 -Has had allogeneic tissue/solid organ transplant.
 -Known history of human immunodeficiency virus (HIV) infection. HIV testing is not required unless mandated by the local health authority.
 -Known history of Hepatitis B. No testing for Hepatitis B or Hepatitis C is required unless mandated by the local health authority.
 -History of a gastrointestinal condition or procedure that in the opinion of the investigator may affect oral drug absorption.
 -Active hemoptysis (at least 0.5 teaspoon of bright red blood) within 2 weeks prior to the first dose of study intervention.
 -Significant cardiovascular impairment within 12 months prior to the first dose of study intervention, including history of congestive heart failure greater than New York Heart Association (NYHA) Class II, unstable angina, myocardial infarction, cerebrovascular accident (CVA)/stroke, or cardiac arrhythmia associated with hemodynamic instability.
 -Known history of active tuberculosis.
 -Active infection requiring systemic therapy.
 -Has not recovered adequately from any toxicity and/or complication from major surgery prior to the first dose of study intervention.
 -Previously had a severe hypersensitivity reaction to treatment with a monoclonal antibody or has a known sensitivity to any component of lenvatinib or pembrolizumab, or as applicable, carboplatin, cisplatin, or pemetrexed.
 -Pregnant or breastfeeding or expecting to conceive or father children within the projected duration of the study, starting with the screening visit through 120 days after the last dose of pembrolizumab and/or lenvatinib/matching placebo and up to 180 days after last dose of chemotherapeutic agents.
 -Received prior systemic chemotherapy or other targeted or biological antineoplastic therapy for their metastatic NSCLC. Note: Prior treatment with chemotherapy and/or radiation as part of neoadjuvant/adjuvant therapy is allowed as long as therapy was completed at least 6 months prior to the diagnosis of metastatic NSCLC.
 -Received prior treatment with pembrolizumab or any other anti-programmed cell death (PD)-1, anti-PD-L1, anti-PD-L2 agent, with lenvatinib or any other receptor tyrosine kinase inhibitor (RTKi), or with an agent directed to another stimulatory or co-inhibitory T cell receptor.
 -Received radiotherapy within 14 days prior to the first dose of study intervention or received lung radiation therapy of >30 Gy within 6 months prior to the first dose of study intervention. Note: Participants must have recovered from all radiation-related toxicities to Grade ?1, not required corticosteroids, and not have had radiation pneumonitis. A 1-week washout is permitted for palliative radiation (?2 weeks of radiotherapy) to non-CNS disease.
 -Received systemic steroid therapy (in doses exceeding 10 mg daily of prednisone equivalent) within 7 days prior to the first dose of study intervention.
 -Received a live vaccine within 30 days prior to the first dose of study intervention.
 -Currently participating and receiving study therapy or has participated in a study of an investigational agent and received study therapy or used an investigational device within 4 weeks prior to the first dose of study intervention.
 -History or presence of an abnormal electrocardiogram (ECG) that, in the investigator's opinion, is clinically meaningful.
 -Left ventricular ejection fraction (LVEF) below the institutional (or local laboratory) normal range as determined by multigated acquisition scan (MUGA) or echocardiogram (ECHO)."
C283,MSD,Q2 2022,Gastroenterología,Cancer,Cancer CRC Esophageal Gastric HNSCC Melanoma NSCLC,"MK-7902 
 LENVIMA®","inhibits the kinase activities of VEGF receptors VEGFR1 (FLT1), VEGFR2 (KDR), and VEGFR3 (FLT4). 
 Also inhibits other receptor tyrosine kinases that have been implicated in pathogenic angiogenesis, tumor growth, and cancer progression, in addition to their normal cellular functions, including1
 
 FGF receptors FGFR1, 2, 3, and 4
 PDGFR?
 KIT
 RET",Phasethree,"PhasethreeActive, not recruiting",Safety and Efficacy Study of Pemetrexed + Platinum Chemotherapy + Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-7902-006/E7080-G000-315/LEAP-006)-China Extension Study,NCT04716933,"Active, not recruiting","Ages Eligible for Study:18 Years and older 
 
 -Histologically or cytologically confirmed diagnosis of Stage IV (American Joint Committee on Cancer [AJCC], nonsquamous NSCLC.
 -Confirmation that Epidermal Growth Factor Receptor (EGFR), ALK Receptor Tyrosine Kinase (ALK), or ROS1 Receptor Tyrosine Kinase (ROS1)-directed therapy is not indicated as primary treatment (documentation of absence of tumor-activating EGFR mutations AND absence of ALK and ROS1 gene rearrangements OR presence of a Kirsten Rat Sarcoma (KRAS) gene mutation).
 -Have measurable disease based on RECIST 1.1. Note: Lesions that appear measurable, but are situated in a previously irradiated area, can be considered measurable (eligible for selection as target lesions) if they have shown documented growth since the completion of radiation.
 -Provided an evaluable archival tumor tissue sample or newly obtained core or excisional biopsy of a tumor lesion (that was not previously irradiated) for central PD-L1 testing.
 -Life expectancy of at least 3 months.
 -Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 within 7 days prior to the first dose of study intervention but before randomization.
 -Male participants must agree to use contraception during the treatment period and for at least 120 days after the last dose of pembrolizumab and/or lenvatinib/matching placebo and up to 180 days after the last dose of chemotherapeutic agents. A male participant must also agree to the following: 1) abstinence from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) and agree to remain abstinent, OR 2) agree to use a male condom plus partner use of an additional contraceptive method when having penile-vaginal intercourse with a woman of childbearing potential (WOCBP) who is not currently pregnant, unless confirmed to be azoospermic (vasectomized or secondary to medical cause). Note: Men with a pregnant or breastfeeding partner must agree to remain abstinent from penile-vaginal intercourse or use a male condom during each episode of penile-vaginal penetration.
 -Female participant is eligible to participate if she is not pregnant or breastfeeding, and at least one of the following conditions applies: 1) not a WOCBP OR 2) a WOCBP and using a contraceptive method that is highly effective (with a failure rate of <1% per year), with low user dependency, or be abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis), during the intervention period and for at least 120 days after the last dose of study intervention.
 -Adequate organ function.
 -Adequately controlled blood pressure (BP) with or without antihypertensive medications, defined as BP ?150/90 mm Hg and no change in antihypertensive medications within 1 week prior to randomization. Note: Participants must not have a history of uncontrolled or poorly-controlled hypertension, defined as >150/90 mm Hg for >4 weeks despite standard medical management.","-Known untreated central nervous system (CNS) metastases and/or carcinomatous meningitis. Participants with previously treated brain metastases may participate provided they are radiologically stable, clinically stable, and have not required steroids for at least 14 days prior to the first dose of study intervention.
 -History of (noninfectious) pneumonitis that required systemic steroids or current pneumonitis/interstitial lung disease.
 -Radiographic evidence of major blood vessel invasion/infiltration.
 -Known history of an additional malignancy, except if the participant has undergone potentially curative therapy with no evidence of that disease recurrence for at least 3 years since initiation of that therapy. Note: The time requirement also does not apply to participants who underwent successful definitive resection of basal cell carcinoma of the skin, superficial bladder cancer, squamous cell carcinoma of the skin, in situ cervical cancer, or other in situ cancers.
 -Active autoimmune disease that has required systemic treatment in the past 2 years (i.e., with use of disease-modifying agents, corticosteroids, or immunosuppressive drugs). Replacement therapy (e.g., thyroxine, insulin, or physiologic corticosteroid replacement therapy for adrenal or pituitary insufficiency, etc.) is allowed.
 -Diagnosis of immunodeficiency or is receiving chronic systemic steroid therapy (doses exceeding 10 mg daily of prednisone equivalent) or any other form of immunosuppressive therapy within 7 days prior the first dose of study intervention.
 -Has had allogeneic tissue/solid organ transplant.
 -Known history of human immunodeficiency virus (HIV) infection. HIV testing is not required unless mandated by the local health authority.
 -Known history of Hepatitis B. No testing for Hepatitis B or Hepatitis C is required unless mandated by the local health authority.
 -History of a gastrointestinal condition or procedure that in the opinion of the investigator may affect oral drug absorption.
 -Active hemoptysis (at least 0.5 teaspoon of bright red blood) within 2 weeks prior to the first dose of study intervention.
 -Significant cardiovascular impairment within 12 months prior to the first dose of study intervention, including history of congestive heart failure greater than New York Heart Association (NYHA) Class II, unstable angina, myocardial infarction, cerebrovascular accident (CVA)/stroke, or cardiac arrhythmia associated with hemodynamic instability.
 -Known history of active tuberculosis.
 -Active infection requiring systemic therapy.
 -Has not recovered adequately from any toxicity and/or complication from major surgery prior to the first dose of study intervention.
 -Previously had a severe hypersensitivity reaction to treatment with a monoclonal antibody or has a known sensitivity to any component of lenvatinib or pembrolizumab, or as applicable, carboplatin, cisplatin, or pemetrexed.
 -Pregnant or breastfeeding or expecting to conceive or father children within the projected duration of the study, starting with the screening visit through 120 days after the last dose of pembrolizumab and/or lenvatinib/matching placebo and up to 180 days after last dose of chemotherapeutic agents.
 -Received prior systemic chemotherapy or other targeted or biological antineoplastic therapy for their metastatic NSCLC. Note: Prior treatment with chemotherapy and/or radiation as part of neoadjuvant/adjuvant therapy is allowed as long as therapy was completed at least 6 months prior to the diagnosis of metastatic NSCLC.
 -Received prior treatment with pembrolizumab or any other anti-programmed cell death (PD)-1, anti-PD-L1, anti-PD-L2 agent, with lenvatinib or any other receptor tyrosine kinase inhibitor (RTKi), or with an agent directed to another stimulatory or co-inhibitory T cell receptor.
 -Received radiotherapy within 14 days prior to the first dose of study intervention or received lung radiation therapy of >30 Gy within 6 months prior to the first dose of study intervention. Note: Participants must have recovered from all radiation-related toxicities to Grade ?1, not required corticosteroids, and not have had radiation pneumonitis. A 1-week washout is permitted for palliative radiation (?2 weeks of radiotherapy) to non-CNS disease.
 -Received systemic steroid therapy (in doses exceeding 10 mg daily of prednisone equivalent) within 7 days prior to the first dose of study intervention.
 -Received a live vaccine within 30 days prior to the first dose of study intervention.
 -Currently participating and receiving study therapy or has participated in a study of an investigational agent and received study therapy or used an investigational device within 4 weeks prior to the first dose of study intervention.
 -History or presence of an abnormal electrocardiogram (ECG) that, in the investigator's opinion, is clinically meaningful.
 -Left ventricular ejection fraction (LVEF) below the institutional (or local laboratory) normal range as determined by multigated acquisition scan (MUGA) or echocardiogram (ECHO)."
